,zpid,id,providerListingId,imgSrc,hasImage,detailUrl,statusType,statusText,countryCurrency,price,unformattedPrice,address,addressStreet,addressCity,addressState,addressZipcode,isUndisclosedAddress,beds,baths,area,latLong,isZillowOwned,variableData,badgeInfo,hdpData,isSaved,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,zestimate,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,availabilityDate,list,relaxed,brokerName,info1String,hasOpenHouse,openHouseDescription,openHouseEndDate,openHouseStartDate,streetViewMetadataURL,streetViewURL,best_deal,homeInfo_zpid,homeInfo_streetAddress,homeInfo_zipcode,homeInfo_city,homeInfo_state,homeInfo_latitude,homeInfo_longitude,homeInfo_price,homeInfo_bathrooms,homeInfo_homeType,homeInfo_homeStatus,homeInfo_daysOnZillow,homeInfo_isFeatured,homeInfo_shouldHighlight,homeInfo_listing_sub_type_is_FSBA,homeInfo_isUnmappable,homeInfo_isPreforeclosureAuction,homeInfo_homeStatusForHDP,homeInfo_priceForHDP,homeInfo_isNonOwnerOccupied,homeInfo_isPremierBuilder,homeInfo_isZillowOwned,homeInfo_currency,homeInfo_country,homeInfo_unit,homeInfo_bedrooms,homeInfo_listing_sub_type_is_newHome,homeInfo_newConstructionType,homeInfo_lotAreaValue,homeInfo_lotAreaUnit,homeInfo_livingArea,homeInfo_listing_sub_type_is_openHouse,homeInfo_openHouse,homeInfo_open_house_info_open_house_showing_0_open_house_start,homeInfo_open_house_info_open_house_showing_0_open_house_end,homeInfo_open_house_info_open_house_showing_1_open_house_start,homeInfo_open_house_info_open_house_showing_1_open_house_end
0,2062393487,2062393487,N5696116,https://photos.zillowstatic.com/fp/38737dc3a233a3141706e0685f942085-p_e.jpg,1.0,https://www.zillow.com/homedetails/49-Grove-Rd-Markham-ON-L3P-4M2/2062393487_zpid/,FOR_SALE,House for sale,C$,"C$1,450,000",1450000.0,"49 Grove Rd, Markham, ON L3P 4M2",49 Grove Rd,Markham,ON,L3P4M2,0.0,4.0,4.0,0,"{'latitude': 43.890064, 'longitude': -79.251015}",0.0,"{'type': '3D_HOME', 'text': '3D Tour'}",0,"{'homeInfo': {'zpid': 2062393487, 'streetAddress': '49 Grove Rd', 'zipcode': 'L3P4M2', 'city': 'Markham', 'state': 'ON', 'latitude': 43.890064, 'longitude': -79.251015, 'price': 1450000.0, 'bathrooms': 4.0, 'bedrooms': 4.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1450000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN', 'lotAreaValue': 5231.0, 'lotAreaUnit': 'sqft'}}",0.0,0.0,0.0,ForSale,For Sale (Broker),0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,1450000.0,2065761378,7161 Yonge St #B361,L3T0C8,Markham,ON,43.802143,-79.42067,38000.0,0.0,CONDO,FOR_SALE,-1,False,False,True,False,False,FOR_SALE,38000.0,True,False,False,CAD,CAN,# B361,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
1,2062396720,2062396720,0,https://photos.zillowstatic.com/fp/8814f5eeccf669fa563e55a4b9956b0b-p_e.jpg,True,https://www.zillow.com/homedetails/80-William-Berczy-Blvd-Markham-ON-L6C-0S1/2062396720_zpid/,FOR_SALE,Townhouse for sale,C$,"C$1,099,000",1099000.0,"80 William Berczy Blvd, Markham, ON L6C 0S1",80 William Berczy Blvd,Markham,ON,L6C0S1,False,3.0,3.0,0,"{'latitude': 43.884544, 'longitude': -79.30638}",False,0,0,"{'homeInfo': {'zpid': 2062396720, 'streetAddress': '80 William Berczy Blvd', 'zipcode': 'L6C0S1', 'city': 'Markham', 'state': 'ON', 'latitude': 43.884544, 'longitude': -79.30638, 'price': 1099000.0, 'bathrooms': 3.0, 'bedrooms': 3.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1099000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN'}}",False,False,False,ForSale,For Sale (Broker),0,False,False,False,False,True,False,0,True,False,"RE/MAX ONESTOP TEAM REALTY, BROKERAGE",MLS® ID #N5695139,0,0,0,0,0,0,1099000.0,2062663679,100 Anna Russell Way #110,L3R6C7,Markham,ON,43.862743,-79.31357,488000.0,2.0,CONDO,FOR_SALE,-1,False,False,True,False,False,FOR_SALE,488000.0,True,False,False,CAD,CAN,# 110,2.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
2,2082667142,2082667142,0,https://photos.zillowstatic.com/fp/31db47283f18c9cfffd49c630e018e0e-p_e.jpg,True,https://www.zillow.com/homedetails/38-Old-Oak-Ln-Markham-ON-L6B-0K8/2082667142_zpid/,FOR_SALE,House for sale,C$,"C$995,000",995000.0,"38 Old Oak Ln, Markham, ON L6B 0K8",38 Old Oak Ln,Markham,ON,L6B0K8,False,5.0,4.0,0,"{'latitude': 43.89946, 'longitude': -79.22304}",False,0,0,"{'homeInfo': {'zpid': 2082667142, 'streetAddress': '38 Old Oak Ln', 'zipcode': 'L6B0K8', 'city': 'Markham', 'state': 'ON', 'latitude': 43.89946, 'longitude': -79.22304, 'price': 995000.0, 'bathrooms': 4.0, 'bedrooms': 5.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 995000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN'}}",False,False,False,ForSale,For Sale (Broker),0,False,False,False,False,True,False,0,True,False,"ROYAL LEPAGE VISION REALTY, BROKERAGE",MLS® ID #N5694744,0,0,0,0,0,0,995000.0,2062526633,10 Westmeath Ln #2216,L6B1N5,Markham,ON,43.87904,-79.228165,495000.0,1.0,TOWNHOUSE,FOR_SALE,-1,False,False,True,False,False,FOR_SALE,495000.0,True,False,False,CAD,CAN,# 2216,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
3,2062396656,2062396656,0,https://photos.zillowstatic.com/fp/a6437c91244f6f5721cc4a370308ad74-p_e.jpg,True,https://www.zillow.com/homedetails/55-Austin-Dr-204-Markham-ON-L3R-8H5/2062396656_zpid/,FOR_SALE,Condo for sale,C$,"C$699,800",699800.0,"55 Austin Dr #204, Markham, ON L3R 8H5",55 Austin Dr #204,Markham,ON,L3R8H5,False,2.0,2.0,0,"{'latitude': 43.86662, 'longitude': -79.29439}",False,0,0,"{'homeInfo': {'zpid': 2062396656, 'streetAddress': '55 Austin Dr #204', 'zipcode': 'L3R8H5', 'city': 'Markham', 'state': 'ON', 'latitude': 43.86662, 'longitude': -79.29439, 'price': 699800.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 699800.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN', 'unit': '# 204'}}",False,False,False,ForSale,For Sale (Broker),0,False,False,False,False,True,False,0,True,False,"CENTURY 21 PERCY FULTON TOM JOSEPH TEAM LTD., BROKERAGE",MLS® ID #N5695756,0,0,0,0,0,0,699800.0,2069516597,7805 Bayview Ave #326,L3T7N1,Markham,ON,0.0,0.0,499000.0,2.0,CONDO,FOR_SALE,-1,False,False,True,False,False,FOR_SALE,499000.0,True,False,False,CAD,CAN,# 326,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
4,2063336690,2063336690,0,https://photos.zillowstatic.com/fp/96e378361e2e981050e1cede5476a1d4-p_e.jpg,True,https://www.zillow.com/homedetails/40-Claxton-Rd-Markham-ON-L3P-6R6/2063336690_zpid/,FOR_SALE,House for sale,C$,"C$1,538,000",1538000.0,"40 Claxton Rd, Markham, ON L3P 6R6",40 Claxton Rd,Markham,ON,L3P6R6,False,4.0,3.0,0,{},False,0,0,"{'homeInfo': {'zpid': 2063336690, 'streetAddress': '40 Claxton Rd', 'zipcode': 'L3P6R6', 'city': 'Markham', 'state': 'ON', 'price': 1538000.0, 'bathrooms': 3.0, 'bedrooms': 4.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1538000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN'}}",False,False,False,ForSale,For Sale (Broker),0,False,False,False,False,True,False,0,True,False,"RE/MAX ALL-STARS BENCZIK KAVANAGH TEAM, BROKERAGE",MLS® ID #N5693859,0,0,0,0,0,0,1538000.0,2062415541,100 Anna Russell Way PENTHOUSE 8,L3R6C7,Markham,ON,43.862743,-79.31357,530000.0,2.0,CONDO,FOR_SALE,-1,False,False,True,False,False,FOR_SALE,530000.0,True,False,False,CAD,CAN,Penthouse 8,2.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
5,2065681665,2065681665,0,https://photos.zillowstatic.com/fp/f49d2a30ef87d3932f858e907de788c4-p_e.jpg,True,https://www.zillow.com/homedetails/7-Manila-Ave-Markham-ON-L6C-0W3/2065681665_zpid/,FOR_SALE,House for sale,C$,"C$1,780,000",1780000.0,"7 Manila Ave, Markham, ON L6C 0W3",7 Manila Ave,Markham,ON,L6C0W3,False,4.0,6.0,0,{},False,"{'type': '3D_HOME', 'text': '3D Tour'}",0,"{'homeInfo': {'zpid': 2065681665, 'streetAddress': '7 Manila Ave', 'zipcode': 'L6C0W3', 'city': 'Markham', 'state': 'ON', 'price': 1780000.0, 'bathrooms': 6.0, 'bedrooms': 4.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1780000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN'}}",False,False,False,ForSale,For Sale (Broker),0,False,True,False,False,True,False,0,True,False,"BAY STREET ANJIA REALTY, BROKERAGE",MLS® ID #N5695172,0,0,0,0,0,0,1780000.0,2062514116,50 Clegg Rd #1122,L6G0C6,Markham,ON,43.852333,-79.33918,559000.0,1.0,CONDO,FOR_SALE,-1,False,False,True,False,False,FOR_SALE,559000.0,True,False,False,CAD,CAN,# 1122,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
6,2064077424,2064077424,0,https://photos.zillowstatic.com/fp/1369f3861474257e1b2bed713556892c-p_e.jpg,True,https://www.zillow.com/homedetails/1-Pheasant-Valley-Ct-Markham-ON-L3T-2G9/2064077424_zpid/,FOR_SALE,House for sale,C$,"C$1,598,800",1598800.0,"1 Pheasant Valley Ct, Markham, ON L3T 2G9",1 Pheasant Valley Ct,Markham,ON,L3T2G9,False,4.0,3.0,0,{},False,0,0,"{'homeInfo': {'zpid': 2064077424, 'streetAddress': '1 Pheasant Valley Ct', 'zipcode': 'L3T2G9', 'city': 'Markham', 'state': 'ON', 'price': 1598800.0, 'bathrooms': 3.0, 'bedrooms': 4.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1598800.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN'}}",False,False,False,ForSale,For Sale (Broker),0,False,False,False,False,True,False,0,True,False,"ROYAL LEPAGE YOUR COMMUNITY REALTY, BROKERAGE",MLS® ID #N5693684,0,0,0,0,0,0,1598800.0,2062598200,55 Austin Dr #214,L3R8H5,Markham,ON,43.86662,-79.29439,569000.0,1.0,CONDO,FOR_SALE,-1,False,False,True,False,False,FOR_SALE,569000.0,True,False,False,CAD,CAN,# 214,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
7,2083037594,2083037594,0,https://photos.zillowstatic.com/fp/5653c2e72952f818ab6a24760543f37d-p_e.jpg,True,https://www.zillow.com/homedetails/27-Aitken-Cir-Markham-ON-L3R-7K9/2083037594_zpid/,FOR_SALE,House for sale,C$,"C$2,490,000",2490000.0,"27 Aitken Cir, Markham, ON L3R 7K9",27 Aitken Cir,Markham,ON,L3R7K9,False,5.0,5.0,0,"{'latitude': 43.876892, 'longitude': -79.31538}",False,0,0,"{'homeInfo': {'zpid': 2083037594, 'streetAddress': '27 Aitken Cir', 'zipcode': 'L3R7K9', 'city': 'Markham', 'state': 'ON', 'latitude': 43.876892, 'longitude': -79.31538, 'price': 2490000.0, 'bathrooms': 5.0, 'bedrooms': 5.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 2490000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN'}}",False,False,False,ForSale,For Sale (Broker),0,False,False,False,False,True,False,0,True,False,"MASTER`S TRUST REALTY INC., BROKERAGE",MLS® ID #N5695035,0,0,0,0,0,0,2490000.0,2063105324,80 Inverlochy Blvd #206,L3T4P3,Markham,ON,43.821884,-79.42435,579900.0,2.0,CONDO,FOR_SALE,-1,False,False,True,False,False,FOR_SALE,579900.0,True,False,False,CAD,CAN,# 206,2.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
8,2062396730,2062396730,0,https://photos.zillowstatic.com/fp/ce9671a69a18cd20ba880007adf86cae-p_e.jpg,True,https://www.zillow.com/homedetails/2558-Bur-Oak-Ave-Markham-ON-L6B-1J7/2062396730_zpid/,FOR_SALE,Townhouse for sale,C$,"C$899,000",899000.0,"2558 Bur Oak Ave, Markham, ON L6B 1J7",2558 Bur Oak Ave,Markham,ON,L6B1J7,False,2.0,3.0,0,"{'latitude': 43.902733, 'longitude': -79.23373}",False,0,0,"{'homeInfo': {'zpid': 2062396730, 'streetAddress': '2558 Bur Oak Ave', 'zipcode': 'L6B1J7', 'city': 'Markham', 'state': 'ON', 'latitude': 43.902733, 'longitude': -79.23373, 'price': 899000.0, 'bathrooms': 3.0, 'bedrooms': 2.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 899000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN'}}",False,False,False,ForSale,For Sale (Broker),0,False,False,False,False,True,False,0,True,False,"HOMELIFE/PROSPERITY LAND REALTY INC., BROKERAGE",MLS® ID #N5695014,0,0,0,0,0,0,899000.0,2062658739,180 Dudley Ave #601,L3T4X2,Markham,ON,43.810295,-79.42189,588000.0,2.0,CONDO,FOR_SALE,-1,False,False,True,False,False,FOR_SALE,588000.0,True,False,False,CAD,CAN,# 601,3.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
9,2062653260,2062653260,0,https://photos.zillowstatic.com/fp/18526b9c681a7a2434f876d8d390c095-p_e.jpg,True,https://www.zillow.com/homedetails/2278-Bur-Oak-Ave-Markham-ON-L6E-1M1/2062653260_zpid/,FOR_SALE,Townhouse for sale,C$,"C$999,888",999888.0,"2278 Bur Oak Ave, Markham, ON L6E 1M1",2278 Bur Oak Ave,Markham,ON,L6E1M1,False,3.0,4.0,0,{},False,0,0,"{'homeInfo': {'zpid': 2062653260, 'streetAddress': '2278 Bur Oak Ave', 'zipcode': 'L6E1M1', 'city': 'Markham', 'state': 'ON', 'price': 999888.0, 'bathrooms': 4.0, 'bedrooms': 3.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 999888.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN'}}",False,False,False,ForSale,For Sale (Broker),0,False,False,False,False,True,False,0,True,False,"BENCHMARK SIGNATURE REALTY INC., BROKERAGE",MLS® ID #N5693179,0,0,0,0,0,0,999888.0,2062937572,7161 Yonge St #1935,L3T0C8,Markham,ON,43.802143,-79.42067,588000.0,1.0,CONDO,FOR_SALE,-1,False,False,True,False,False,FOR_SALE,588000.0,True,False,False,CAD,CAN,# 1935,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
