,zpid,id,providerListingId,imgSrc,hasImage,detailUrl,statusType,statusText,countryCurrency,price,unformattedPrice,address,addressStreet,addressCity,addressState,addressZipcode,isUndisclosedAddress,beds,baths,area,latLong,isZillowOwned,variableData,badgeInfo,hdpData,isSaved,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,zestimate,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,availabilityDate,list,relaxed,brokerName,info1String,streetViewMetadataURL,streetViewURL,hasOpenHouse,openHouseDescription,openHouseEndDate,openHouseStartDate,builderName,lotAreaString,best_deal,homeInfo_zpid,homeInfo_streetAddress,homeInfo_zipcode,homeInfo_city,homeInfo_state,homeInfo_latitude,homeInfo_longitude,homeInfo_price,homeInfo_bathrooms,homeInfo_homeType,homeInfo_homeStatus,homeInfo_daysOnZillow,homeInfo_isFeatured,homeInfo_shouldHighlight,homeInfo_group_type,homeInfo_listing_sub_type_is_newHome,homeInfo_listing_sub_type_is_openHouse,homeInfo_openHouse,homeInfo_priceSuffix,homeInfo_isUnmappable,homeInfo_isPreforeclosureAuction,homeInfo_homeStatusForHDP,homeInfo_priceForHDP,homeInfo_open_house_info_open_house_showing_0_open_house_start,homeInfo_open_house_info_open_house_showing_0_open_house_end,homeInfo_open_house_info_open_house_showing_1_open_house_start,homeInfo_open_house_info_open_house_showing_1_open_house_end,homeInfo_providerListingID,homeInfo_newConstructionType,homeInfo_isNonOwnerOccupied,homeInfo_isPremierBuilder,homeInfo_isZillowOwned,homeInfo_currency,homeInfo_country,homeInfo_unit,homeInfo_bedrooms,homeInfo_listing_sub_type_is_FSBA,homeInfo_livingArea,homeInfo_lotAreaValue,homeInfo_lotAreaUnit
0,2062402898,2062402898,E5694814,https://photos.zillowstatic.com/fp/23aacb3df5709e99d6798d54d3a178f1-p_e.jpg,1.0,https://www.zillow.com/homedetails/6225-Lawrence-Ave-E-Toronto-ON-M1C-5G4/2062402898_zpid/,FOR_SALE,Townhouse for sale,C$,"C$799,900",799900.0,"6225 Lawrence Ave E, Toronto, ON M1C 5G4",6225 Lawrence Ave E,Toronto,ON,M1C5G4,0.0,3.0,4.0,0,"{'latitude': 43.780003, 'longitude': -79.13361}",0.0,"{'type': 'TIME_ON_INFO', 'text': '14 hours ago', 'data': {'isFresh': False}}",0,"{'homeInfo': {'zpid': 2062402898, 'streetAddress': '6225 Lawrence Ave E', 'zipcode': 'M1C5G4', 'city': 'Toronto', 'state': 'ON', 'latitude': 43.780003, 'longitude': -79.13361, 'price': 799900.0, 'bathrooms': 4.0, 'bedrooms': 3.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 799900.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN', 'lotAreaValue': 2212.0, 'lotAreaUnit': 'sqft'}}",0.0,0.0,0.0,ForSale,For Sale (Broker),0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,799900.0,2067059577,"Available Soon Plan, Westbend Residences",M6P1A8,Toronto,ON,43.65572,-79.45745,0.0,0.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,BUILDER_COMMUNITY,True,True,Sat. 8-8:30am,+,False,False,FOR_SALE,0.0,1657983600000.0,1657985400000.0,1658415600000.0,1658417400000.0,29595384,BUILDER_PLAN,True,True,False,CAD,CAN,# W4A6GT,0.0,0,0.0,0.0,0
1,2062402863,2062402863,W5694815,https://photos.zillowstatic.com/fp/aec043e534296d385e90356db457b7aa-p_e.jpg,True,https://www.zillow.com/homedetails/144-Rosemount-Ave-Toronto-ON-M6H-2M9/2062402863_zpid/,FOR_SALE,House for sale,C$,"C$1,249,000",1249000.0,"144 Rosemount Ave, Toronto, ON M6H 2M9",144 Rosemount Ave,Toronto,ON,M6H2M9,False,3.0,2.0,0,"{'latitude': 43.676327, 'longitude': -79.44347}",False,"{'type': 'TIME_ON_INFO', 'text': '14 hours ago', 'data': {'isFresh': False}}",0,"{'homeInfo': {'zpid': 2062402863, 'streetAddress': '144 Rosemount Ave', 'zipcode': 'M6H2M9', 'city': 'Toronto', 'state': 'ON', 'latitude': 43.676327, 'longitude': -79.44347, 'price': 1249000.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1249000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN', 'lotAreaValue': 1920.0, 'lotAreaUnit': 'sqft'}}",False,False,False,ForSale,For Sale (Broker),0,False,False,False,False,False,False,0,True,False,0,0,0,0,0,0,0,0,0,0,1249000.0,2068379338,7 Yvonne Ave,M3L1C6,Toronto,ON,0.0,0.0,999.0,3.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,0,0,0,0,0,False,False,FOR_SALE,999.0,0.0,0.0,0.0,0.0,0,0,True,False,False,CAD,CAN,0,3.0,True,0.0,0.0,0
2,2062400716,2062400716,C5695146,https://photos.zillowstatic.com/fp/1cd388cbfceb00a0f9a422d02db56744-p_e.jpg,True,https://www.zillow.com/homedetails/3840-Bathurst-St-702-Toronto-ON-M3H-6C6/2062400716_zpid/,FOR_SALE,Condo for sale,C$,"C$699,000",699000.0,"3840 Bathurst St #702, Toronto, ON M3H 6C6",3840 Bathurst St #702,Toronto,ON,M3H6C6,False,2.0,2.0,0,"{'latitude': 43.740112, 'longitude': -79.43508}",False,"{'type': 'TIME_ON_INFO', 'text': '10 hours ago', 'data': {'isFresh': False}}",0,"{'homeInfo': {'zpid': 2062400716, 'streetAddress': '3840 Bathurst St #702', 'zipcode': 'M3H6C6', 'city': 'Toronto', 'state': 'ON', 'latitude': 43.740112, 'longitude': -79.43508, 'price': 699000.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 699000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN', 'unit': '# 702'}}",False,False,False,ForSale,For Sale (Broker),0,False,False,False,False,False,False,0,True,False,0,0,0,0,0,0,0,0,0,0,699000.0,2070071179,251 Manitoba St #327,M8Y0C7,Toronto,ON,43.62386,-79.488945,2900.0,2.0,CONDO,FOR_SALE,-1,False,False,0,0,0,0,0,False,False,FOR_SALE,2900.0,0.0,0.0,0.0,0.0,0,0,True,False,False,CAD,CAN,# 327,2.0,True,0.0,0.0,0
3,2072972648,2072972648,E5695612,https://photos.zillowstatic.com/fp/1f0037527b391093a7e036ca74c53f08-p_e.jpg,True,https://www.zillow.com/homedetails/8-Littleleaf-Dr-Toronto-ON-M1B-1Z1/2072972648_zpid/,FOR_SALE,House for sale,C$,"C$1,149,900",1149900.0,"8 Littleleaf Dr, Toronto, ON M1B 1Z1",8 Littleleaf Dr,Toronto,ON,M1B1Z1,False,3.0,3.0,0,"{'latitude': 43.80022, 'longitude': -79.231445}",False,"{'type': 'TIME_ON_INFO', 'text': '6 hours ago', 'data': {'isFresh': False}}",0,"{'homeInfo': {'zpid': 2072972648, 'streetAddress': '8 Littleleaf Dr', 'zipcode': 'M1B1Z1', 'city': 'Toronto', 'state': 'ON', 'latitude': 43.80022, 'longitude': -79.231445, 'price': 1149900.0, 'bathrooms': 3.0, 'bedrooms': 3.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1149900.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN', 'lotAreaValue': 4957.0, 'lotAreaUnit': 'sqft'}}",False,False,False,ForSale,For Sale (Broker),0,False,False,False,False,False,False,0,True,False,0,0,0,0,0,0,0,0,0,0,1149900.0,2080848098,160 Flemington Rd,M6A2N9,Toronto,ON,43.72315,-79.44823,5500.0,0.0,CONDO,FOR_SALE,-1,False,False,0,0,0,0,0,False,False,FOR_SALE,5500.0,0.0,0.0,0.0,0.0,0,0,True,False,False,CAD,CAN,0,0.0,True,650.0,0.0,0
4,2062397058,2062397058,E5695705,https://photos.zillowstatic.com/fp/780ba993641794246fb4be00aa8c5b4a-p_e.jpg,True,https://www.zillow.com/homedetails/2301-Danforth-Ave-306-Toronto-ON-M4C-0A7/2062397058_zpid/,FOR_SALE,Condo for sale,C$,"C$699,000",699000.0,"2301 Danforth Ave #306, Toronto, ON M4C 0A7",2301 Danforth Ave #306,Toronto,ON,M4C0A7,False,2.0,2.0,0,"{'latitude': 43.68671, 'longitude': -79.307625}",False,"{'type': 'TIME_ON_INFO', 'text': '6 hours ago', 'data': {'isFresh': False}}",0,"{'homeInfo': {'zpid': 2062397058, 'streetAddress': '2301 Danforth Ave #306', 'zipcode': 'M4C0A7', 'city': 'Toronto', 'state': 'ON', 'latitude': 43.68671, 'longitude': -79.307625, 'price': 699000.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 699000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN', 'unit': '# 306'}}",False,False,False,ForSale,For Sale (Broker),0,False,False,False,False,False,False,0,True,False,0,0,0,0,0,0,0,0,0,0,699000.0,2066645045,68 Abell St #720,M6J0B1,Toronto,ON,43.64239,-79.424736,13275.0,1.0,CONDO,FOR_SALE,-1,False,False,0,0,0,0,0,False,False,FOR_SALE,13275.0,0.0,0.0,0.0,0.0,0,0,True,False,False,CAD,CAN,# 720,1.0,True,0.0,0.0,0
5,2062396705,2062396705,0,https://photos.zillowstatic.com/fp/950875d10ea508d8a31563bf14cd388d-p_e.jpg,True,https://www.zillow.com/homedetails/16-Catalda-Ct-Toronto-ON-M2R-3X5/2062396705_zpid/,FOR_SALE,House for sale,C$,"C$2,690,000",2690000.0,"16 Catalda Ct, Toronto, ON M2R 3X5",16 Catalda Ct,Toronto,ON,M2R3X5,False,4.0,5.0,0,"{'latitude': 43.76778, 'longitude': -79.435616}",False,"{'type': '3D_HOME', 'text': '3D Tour'}",0,"{'homeInfo': {'zpid': 2062396705, 'streetAddress': '16 Catalda Ct', 'zipcode': 'M2R3X5', 'city': 'Toronto', 'state': 'ON', 'latitude': 43.76778, 'longitude': -79.435616, 'price': 2690000.0, 'bathrooms': 5.0, 'bedrooms': 4.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 2690000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN'}}",False,False,False,ForSale,For Sale (Broker),0,False,True,False,False,True,False,0,True,False,"ROYAL LEPAGE REAL ESTATE PROFESSIONALS, BROKERAGE",MLS® ID #C5694568,0,0,0,0,0,0,0,0,2690000.0,2063212327,15 Stafford St #513,M5V3X6,Toronto,ON,43.641495,-79.41007,19650.0,1.0,CONDO,FOR_SALE,-1,False,False,0,0,0,0,0,False,False,FOR_SALE,19650.0,0.0,0.0,0.0,0.0,0,0,True,False,False,CAD,CAN,# 513,1.0,True,0.0,0.0,0
6,2062401012,2062401012,E5695065,https://photos.zillowstatic.com/fp/e9d5059a0e53928a0c26fbb8c721df54-p_e.jpg,True,https://www.zillow.com/homedetails/2460-Eglinton-Ave-E-PENTHOUSE-12-Toronto-ON-M1K-5J7/2062401012_zpid/,FOR_SALE,Condo for sale,C$,"C$829,000",829000.0,"2460 Eglinton Ave E PENTHOUSE 12, Toronto, ON M1K 5J7",2460 Eglinton Ave E PENTHOUSE 12,Toronto,ON,M1K5J7,False,2.0,2.0,0,"{'latitude': 43.734104, 'longitude': -79.26264}",False,"{'type': 'TIME_ON_INFO', 'text': '10 hours ago', 'data': {'isFresh': False}}",0,"{'homeInfo': {'zpid': 2062401012, 'streetAddress': '2460 Eglinton Ave E PENTHOUSE 12', 'zipcode': 'M1K5J7', 'city': 'Toronto', 'state': 'ON', 'latitude': 43.734104, 'longitude': -79.26264, 'price': 829000.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 829000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN', 'unit': 'Penthouse 12'}}",False,False,False,ForSale,For Sale (Broker),0,False,False,False,False,False,False,0,True,False,0,0,0,0,0,0,0,0,0,0,829000.0,2087029797,20 Burkebrook Pl,M4G0A1,Toronto,ON,43.71802,-79.376884,20000.0,0.0,CONDO,FOR_SALE,-1,False,False,0,0,0,0,0,False,False,FOR_SALE,20000.0,0.0,0.0,0.0,0.0,0,0,True,False,False,CAD,CAN,0,0.0,True,0.0,0.0,0
7,2063141055,2063141055,0,https://photos.zillowstatic.com/fp/bcb03884fddd6b05afd77aee61202d79-p_e.jpg,True,https://www.zillow.com/homedetails/108-Stratford-Cres-Toronto-ON-M4N-1C6/2063141055_zpid/,FOR_SALE,House for sale,C$,"C$12,895,000",12895000.0,"108 Stratford Cres, Toronto, ON M4N 1C6",108 Stratford Cres,Toronto,ON,M4N1C6,False,4.0,7.0,0,"{'latitude': 43.721046, 'longitude': -79.38408}",False,0,0,"{'homeInfo': {'zpid': 2063141055, 'streetAddress': '108 Stratford Cres', 'zipcode': 'M4N1C6', 'city': 'Toronto', 'state': 'ON', 'latitude': 43.721046, 'longitude': -79.38408, 'price': 12895000.0, 'bathrooms': 7.0, 'bedrooms': 4.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 12895000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN'}}",False,False,False,ForSale,For Sale (Broker),0,False,False,False,False,True,False,0,True,False,"ROYAL LEPAGE REAL ESTATE SERVICES HEAPS ESTRIN TEAM, BROKERAGE",MLS® ID #C5632576,0,0,0,0,0,0,0,0,12895000.0,2062526310,18 William Carson Cres #B-84,M2P2G6,Toronto,ON,0.0,0.0,22000.0,0.0,CONDO,FOR_SALE,-1,False,False,0,0,0,0,0,False,False,FOR_SALE,22000.0,0.0,0.0,0.0,0.0,0,0,True,False,False,CAD,CAN,# B-84,0.0,True,0.0,0.0,0
8,2086917685,2086917685,0,https://photos.zillowstatic.com/fp/5b2b9c8de91df2c5dd32e7fae8feb13f-p_e.jpg,True,https://www.zillow.com/homedetails/30-Fifeshire-Rd-Toronto-ON-M2L-2G6/2086917685_zpid/,FOR_SALE,House for sale,C$,"C$17,888,000",17888000.0,"30 Fifeshire Rd, Toronto, ON M2L 2G6",30 Fifeshire Rd,Toronto,ON,M2L2G6,False,9.0,16.0,0,"{'latitude': 43.75368, 'longitude': -79.3911}",False,0,0,"{'homeInfo': {'zpid': 2086917685, 'streetAddress': '30 Fifeshire Rd', 'zipcode': 'M2L2G6', 'city': 'Toronto', 'state': 'ON', 'latitude': 43.75368, 'longitude': -79.3911, 'price': 17888000.0, 'bathrooms': 16.0, 'bedrooms': 9.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 17888000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN'}}",False,False,False,ForSale,For Sale (Broker),0,False,False,False,False,True,False,0,True,False,"HOMELIFE/VISION REALTY INC., BROKERAGE",MLS® ID #C5548021,0,0,0,0,0,0,0,0,17888000.0,2062526333,28 William Carson Cres #B-38,M2P2H1,Toronto,ON,0.0,0.0,22000.0,0.0,CONDO,FOR_SALE,-1,False,False,0,0,0,0,0,False,False,FOR_SALE,22000.0,0.0,0.0,0.0,0.0,0,0,True,False,False,CAD,CAN,# B-38,0.0,True,0.0,0.0,0
9,2071897246,2071897246,E5695591,https://photos.zillowstatic.com/fp/1f93c0ad5a8e99ff37ef3287939f111c-p_e.jpg,True,https://www.zillow.com/homedetails/2-Doerr-Rd-Toronto-ON-M1P-4M6/2071897246_zpid/,FOR_SALE,House for sale,C$,"C$1,699,000",1699000.0,"2 Doerr Rd, Toronto, ON M1P 4M6",2 Doerr Rd,Toronto,ON,M1P4M6,False,3.0,6.0,0,"{'latitude': 43.765762, 'longitude': -79.257965}",False,"{'type': 'TIME_ON_INFO', 'text': '7 hours ago', 'data': {'isFresh': False}}",0,"{'homeInfo': {'zpid': 2071897246, 'streetAddress': '2 Doerr Rd', 'zipcode': 'M1P4M6', 'city': 'Toronto', 'state': 'ON', 'latitude': 43.765762, 'longitude': -79.257965, 'price': 1699000.0, 'bathrooms': 6.0, 'bedrooms': 3.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1699000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN'}}",False,False,False,ForSale,For Sale (Broker),0,False,False,False,False,False,False,0,True,False,0,0,0,0,0,0,0,0,0,0,1699000.0,2065436429,2 Eva Rd #P2-79,M9C0A9,Toronto,ON,0.0,0.0,35000.0,0.0,CONDO,FOR_SALE,-1,False,False,0,0,0,0,0,False,False,FOR_SALE,35000.0,0.0,0.0,0.0,0.0,0,0,True,False,False,CAD,CAN,# P2-79,0.0,True,0.0,0.0,0
